,categories,city,country,name,phone,rating,review_count,state,street,url,yelp_alias,zip_code
105,Dentists,Walnut Creek,US,"Felix Kalman, DDS",(925) 934-6470,3.5,26,CA,1399 Ygnacio Valley Rd,https://www.yelp.com/biz/felix-kalman-dds-walnut-creek,felix-kalman-dds-walnut-creek,94598
106,General Dentistry,Walnut Creek,US,Matsunaga Chris S DDS,(925) 934-1777,4.5,6,CA,1402 Maria Ln,https://www.yelp.com/biz/matsunaga-chris-s-dds-walnut-creek,matsunaga-chris-s-dds-walnut-creek,94596
107,Oral Surgeons | Cosmetic Dentists | General Dentistry,Walnut Creek,US,Michael Carpentier DDS. & Grace-Mary Hume DDS,(925) 944-5151,4.5,7,CA,1855 San Miguel Dr - Ste 27,https://www.yelp.com/biz/michael-carpentier-dds-and-grace-mary-hume-dds-walnut-creek,michael-carpentier-dds-and-grace-mary-hume-dds-walnut-creek,94596
108,General Dentistry | Cosmetic Dentists,Orinda,US,"Mary H Smith DDS, A Professional Corporation",(925) 254-0824,4.0,10,CA,96 Davis Rd - Ste 5,https://www.yelp.com/biz/mary-h-smith-dds-a-professional-corporation-orinda-2,mary-h-smith-dds-a-professional-corporation-orinda-2,94563
109,Cosmetic Dentists | General Dentistry | Periodontists,Walnut Creek,US,Smile Again Dental Implants,(925) 934-3892,5.0,4,CA,1855 San Miguel Dr - Ste 20 - Ste B 105,https://www.yelp.com/biz/smile-again-dental-implants-walnut-creek,smile-again-dental-implants-walnut-creek,94596
110,Endodontists,Pleasant Hill,US,Diablo Valley Endodontic Specialists,(925) 676-3388,4.0,19,CA,401 Gregory Ln - Ste 118,https://www.yelp.com/biz/diablo-valley-endodontic-specialists-pleasant-hill,diablo-valley-endodontic-specialists-pleasant-hill,94523
111,General Dentistry | Cosmetic Dentists,Orinda,US,"Kristi Doberenz, DDS",(925) 254-3725,3.5,25,CA,8 Camino Encinas - Ste 110,https://www.yelp.com/biz/kristi-doberenz-dds-orinda-3,kristi-doberenz-dds-orinda-3,94563
112,General Dentistry | Cosmetic Dentists | Pediatric Dentists,Pleasant Hill,US,"Kevin T Dowd, DDS",(925) 680-6700,4.5,11,CA,401 Gregory Ln - Ste 112 - Pleasant Hill Family Dentistry,https://www.yelp.com/biz/kevin-t-dowd-dds-pleasant-hill-3,kevin-t-dowd-dds-pleasant-hill-3,94523
113,Oral Surgeons | Pediatric Dentists | General Dentistry,Walnut Creek,US,Fong Karen T DDS,(925) 934-4777,4.5,8,CA,1402 Maria Ln,https://www.yelp.com/biz/fong-karen-t-dds-walnut-creek,fong-karen-t-dds-walnut-creek,94596
114,Cosmetic Dentists,Walnut Creek,US,"John C. Deverman, DDS",(925) 938-1414,5.0,6,CA,112 La Casa Via,https://www.yelp.com/biz/john-c-deverman-dds-walnut-creek-3,john-c-deverman-dds-walnut-creek-3,94598
115,Oral Surgeons | Cosmetic Dentists | General Dentistry,Pleasant Hill,US,Diablo Valley Dentistry,(925) 932-2186,5.0,6,CA,2630 Pleasant Hill Rd,https://www.yelp.com/biz/diablo-valley-dentistry-pleasant-hill,diablo-valley-dentistry-pleasant-hill,94523
116,Orthodontists,Orinda,US,Orinda Hills Orthodontics,(925) 254-4568,5.0,6,CA,15 Altarinda Rd - Ste 104A,https://www.yelp.com/biz/orinda-hills-orthodontics-orinda,orinda-hills-orthodontics-orinda,94563
117,General Dentistry | Endodontists | Cosmetic Dentists,Walnut Creek,US,Treat Boulevard Dentistry,(925) 270-4147,4.5,9,CA,1575 Treat Blvd - Ste 115,https://www.yelp.com/biz/treat-boulevard-dentistry-walnut-creek,treat-boulevard-dentistry-walnut-creek,94598
118,General Dentistry,Pleasant Hill,US,"Mariela, Gamboa, DDS",(925) 686-0170,5.0,7,CA,401 Gregory Ln - Ste 214,https://www.yelp.com/biz/mariela-gamboa-dds-pleasant-hill-2,mariela-gamboa-dds-pleasant-hill-2,94523
119,Orthodontists,Lafayette,US,Osterman Orthodontics,(925) 283-1921,5.0,2,CA,895 Moraga Rd - Ste 3,https://www.yelp.com/biz/osterman-orthodontics-lafayette,osterman-orthodontics-lafayette,94549
120,Cosmetic Dentists | Periodontists | General Dentistry,Pleasant Hill,US,Smile Design,(925) 945-7500,4.5,10,CA,2685 Pleasant Hill Rd,https://www.yelp.com/biz/smile-design-pleasant-hill,smile-design-pleasant-hill,94523
121,General Dentistry,Lafayette,US,"Michael J Sayegh,DDS",(925) 284-4744,5.0,2,CA,895 Moraga Rd - Ste 14,https://www.yelp.com/biz/michael-j-sayegh-dds-lafayette,michael-j-sayegh-dds-lafayette,94549
122,General Dentistry | Cosmetic Dentists | Teeth Whitening,Concord,US,"Gerald B. Brown, DDS",(925) 685-9339,4.5,15,CA,901 Sunvalley Blvd - Ste 240 - Smile Makers Dental Care,https://www.yelp.com/biz/gerald-b-brown-dds-concord,gerald-b-brown-dds-concord,94520
123,General Dentistry | Cosmetic Dentists | Periodontists,Walnut Creek,US,Unlimited Smiles - Walnut Creek,(925) 279-3326,2.0,113,CA,1844 San Miguel Dr - Ste 206,https://www.yelp.com/biz/unlimited-smiles-walnut-creek-walnut-creek,unlimited-smiles-walnut-creek-walnut-creek,94596
124,General Dentistry,Walnut Creek,US,Callahan Timothy DDS,(925) 947-0616,5.0,3,CA,1801 Oakland Blvd - Ste 120,https://www.yelp.com/biz/callahan-timothy-dds-walnut-creek,callahan-timothy-dds-walnut-creek,94596
125,General Dentistry,Walnut Creek,US,"T. Christine Eng, DDS Inc.",(925) 932-1888,4.0,8,CA,1111 Civic Dr - Ste 310,https://www.yelp.com/biz/t-christine-eng-dds-inc-walnut-creek,t-christine-eng-dds-inc-walnut-creek,94596
126,Oral Surgeons,Burlingame,US,Renew Dental Implants Specialists,(888) 275-2336,4.0,7,CA,1740 Marco Polo Way - Ste 10,https://www.yelp.com/biz/renew-dental-implants-specialists-burlingame,renew-dental-implants-specialists-burlingame,94596
127,General Dentistry | Endodontists | Cosmetic Dentists,Pleasant Hill,US,Ellinwood Dental Care,(925) 682-1312,4.0,10,CA,100 Longbrook Way,https://www.yelp.com/biz/ellinwood-dental-care-pleasant-hill-4,ellinwood-dental-care-pleasant-hill-4,94523
128,Cosmetic Dentists | Endodontists | Oral Surgeons,Walnut Creek,US,Ahmad HakimJavadi DDS,(925) 262-1162,5.0,3,CA,1804 San Miguel Dr,https://www.yelp.com/biz/ahmad-hakimjavadi-dds-walnut-creek,ahmad-hakimjavadi-dds-walnut-creek,94596
129,Oral Surgeons,Walnut Creek,US,"Janice J Wang, DDS",(925) 939-0700,5.0,3,CA,1844 San Miguel Dr - Ste 202,https://www.yelp.com/biz/janice-j-wang-dds-walnut-creek,janice-j-wang-dds-walnut-creek,94596
130,General Dentistry,Pleasant Hill,US,"Kiran Chaudhri, DMD",(925) 682-2022,5.0,5,CA,70 Doray Dr - Ste 5,https://www.yelp.com/biz/kiran-chaudhri-dmd-pleasant-hill,kiran-chaudhri-dmd-pleasant-hill,94523
131,General Dentistry | Cosmetic Dentists,Walnut Creek,US,"Todd Wedeking, DDS",(925) 813-0402,4.0,7,CA,675 Ygnacio Valley Rd - Ste B105 - renew Dental Implant Specialists,https://www.yelp.com/biz/todd-wedeking-dds-walnut-creek,todd-wedeking-dds-walnut-creek,94596
132,Cosmetic Dentists,Walnut Creek,US,"Bruce A Scott, DDS",(925) 933-5444,5.0,5,CA,130 La Casa Via - Ste 202,https://www.yelp.com/biz/bruce-a-scott-dds-walnut-creek,bruce-a-scott-dds-walnut-creek,94598
133,Cosmetic Dentists | General Dentistry | Endodontists,Pleasant Hill,US,Diablo Valley Dental,(925) 676-5515,5.0,6,CA,140 Gregory Ln - Ste 100,https://www.yelp.com/biz/diablo-valley-dental-pleasant-hill,diablo-valley-dental-pleasant-hill,94523
134,Endodontists,Walnut Creek,US,"David F. Aimar, D D S,",(925) 934-4011,4.5,4,CA,1855 Olympic Blvd,https://www.yelp.com/biz/david-f-aimar-d-d-s-walnut-creek,david-f-aimar-d-d-s-walnut-creek,94596
135,Dentists,Walnut Creek,US,"Susan Chan, DDS",(925) 933-7668,4.0,8,CA,112 La Casa Via - Ste 120,https://www.yelp.com/biz/susan-chan-dds-walnut-creek,susan-chan-dds-walnut-creek,94598
136,Pediatric Dentists | General Dentistry | Cosmetic Dentists,Walnut Creek,US,"Trent E Graves, DDS",(925) 937-5020,5.0,2,CA,2231 Olympic Blvd,https://www.yelp.com/biz/trent-e-graves-dds-walnut-creek,trent-e-graves-dds-walnut-creek,94595
137,General Dentistry | Cosmetic Dentists,Pleasant Hill,US,"Sebastian S Lavino, DDS",(925) 689-7122,4.0,9,CA,401 Gregory Ln - Ste 142,https://www.yelp.com/biz/sebastian-s-lavino-dds-pleasant-hill,sebastian-s-lavino-dds-pleasant-hill,94523
138,Dentists,Pleasant Hill,US,"Philip Vassilopoulos, DDS, DMD",(925) 945-6204,5.0,4,CA,710 Grayson Rd,https://www.yelp.com/biz/philip-vassilopoulos-dds-dmd-pleasant-hill,philip-vassilopoulos-dds-dmd-pleasant-hill,94523
139,General Dentistry | Cosmetic Dentists,Orinda,US,"Koopah & Koopah, Inc.",(925) 254-4877,4.0,5,CA,96 Davis Rd - Ste 6,https://www.yelp.com/biz/koopah-and-koopah-inc-orinda-2,koopah-and-koopah-inc-orinda-2,94563
140,Oral Surgeons,Pleasant Hill,US,Yen Chung K DDS,(925) 689-8500,3.5,13,CA,401 Gregory Ln - Ste 208,https://www.yelp.com/biz/yen-chung-k-dds-pleasant-hill,yen-chung-k-dds-pleasant-hill,94523
141,General Dentistry,Pleasant Hill,US,"Joe Liang, DDS",(925) 686-0888,4.0,8,CA,81 Gregory Ln - Ste 310,https://www.yelp.com/biz/joe-liang-dds-pleasant-hill,joe-liang-dds-pleasant-hill,94523
142,Periodontists,Walnut Creek,US,Pacific Periodontics and Dental Implants,(925) 938-5633,5.0,2,CA,1844 San Miguel Dr - Ste 309,https://www.yelp.com/biz/pacific-periodontics-and-dental-implants-walnut-creek,pacific-periodontics-and-dental-implants-walnut-creek,94596
143,Oral Surgeons | Cosmetic Dentists | Periodontists,Pleasant Hill,US,Pleasant Hill Dental Implant Center,(925) 689-4404,5.0,2,CA,3159 Putnam Blvd - Ste C,https://www.yelp.com/biz/pleasant-hill-dental-implant-center-pleasant-hill,pleasant-hill-dental-implant-center-pleasant-hill,94523
144,Dentists,Moraga,US,"Amir Kolini, DDS",(925) 376-0322,5.0,4,CA,1002 Country Club Dr,https://www.yelp.com/biz/amir-kolini-dds-moraga,amir-kolini-dds-moraga,94556
145,Cosmetic Dentists,Moraga,US,"Kian P Tavallei, DDS",(925) 376-0322,5.0,3,CA,1002 Country Club Dr,https://www.yelp.com/biz/kian-p-tavallei-dds-moraga,kian-p-tavallei-dds-moraga,94556
146,Cosmetic Dentists | General Dentistry,Walnut Creek,US,"Wayne Walker, DDS",(925) 932-2110,5.0,3,CA,106 La Casa Via - Ste 280,https://www.yelp.com/biz/wayne-walker-dds-walnut-creek,wayne-walker-dds-walnut-creek,94598
147,Orthodontists,Moraga,US,Axelrode Orthodontics,(925) 376-2800,5.0,3,CA,1016 Country Club Dr,https://www.yelp.com/biz/axelrode-orthodontics-moraga,axelrode-orthodontics-moraga,94556
148,General Dentistry | Cosmetic Dentists | Endodontists,Walnut Creek,US,"Michael Pink, DDS",(925) 935-3030,3.5,3,CA,1901 Olympic Blvd - Ste 105,https://www.yelp.com/biz/michael-pink-dds-walnut-creek,michael-pink-dds-walnut-creek,94596
149,General Dentistry | Cosmetic Dentists,Moraga,US,Moraga Dental Care,(925) 376-0322,5.0,3,CA,1002 Country Club Dr,https://www.yelp.com/biz/moraga-dental-care-moraga-2,moraga-dental-care-moraga-2,94556
150,General Dentistry | Endodontists,Lafayette,US,"Victoria Dillingham, DDS",(925) 283-1220,2.5,11,CA,915 Village Ctr,https://www.yelp.com/biz/victoria-dillingham-dds-lafayette-2,victoria-dillingham-dds-lafayette-2,94549
151,General Dentistry,Pleasant Hill,US,"Rose J Endonila, DDS",(925) 671-9177,3.5,8,CA,91 Gregory Ln - Ste 9,https://www.yelp.com/biz/rose-j-endonila-dds-pleasant-hill,rose-j-endonila-dds-pleasant-hill,94523
152,Periodontists,Pleasant Hill,US,"Carol MK Wong, DDS, MS",(925) 681-1801,4.0,8,CA,401 Gregory Ln - Ste 130,https://www.yelp.com/biz/carol-mk-wong-dds-ms-pleasant-hill,carol-mk-wong-dds-ms-pleasant-hill,94523
153,Cosmetic Dentists | General Dentistry,Walnut Creek,US,Rossmoor Dental,(925) 935-5800,5.0,1,CA,1220 Rossmoor Pkwy,https://www.yelp.com/biz/rossmoor-dental-walnut-creek,rossmoor-dental-walnut-creek,94595
154,Oral Surgeons | General Dentistry | Cosmetic Dentists,Concord,US,The Dental Center,(925) 682-3929,3.5,10,CA,1001 Sunvalley Blvd,https://www.yelp.com/biz/the-dental-center-concord-7,the-dental-center-concord-7,94520
155,Oral Surgeons | Cosmetic Dentists,Walnut Creek,US,Walnut Creek-Danville Oral Surgery,(925) 934-5565,5.0,1,CA,1855 San Miguel Dr - Ste 25,https://www.yelp.com/biz/walnut-creek-danville-oral-surgery-walnut-creek,walnut-creek-danville-oral-surgery-walnut-creek,94596
156,General Dentistry | Endodontists | Cosmetic Dentists,Lafayette,US,DiabloView Family Dentists,(925) 254-0084,5.0,2,CA,895 Moraga Rd - Ste 5,https://www.yelp.com/biz/diabloview-family-dentists-lafayette,diabloview-family-dentists-lafayette,94549
157,Pediatric Dentists | Endodontists | Periodontists,Pleasant Hill,US,Gregory Ln Family & Implant Dental Practice,(925) 267-8349,5.0,2,CA,401 Gregory Ln - Ste 242,https://www.yelp.com/biz/gregory-ln-family-and-implant-dental-practice-pleasant-hill-2,gregory-ln-family-and-implant-dental-practice-pleasant-hill-2,94523
158,General Dentistry,Moraga,US,"Laura L Halvorsen, DDS",(925) 376-4626,4.0,6,CA,1004 Country Club Dr,https://www.yelp.com/biz/laura-l-halvorsen-dds-moraga,laura-l-halvorsen-dds-moraga,94556
159,General Dentistry,Pleasant Hill,US,"Benjamin Cho, DDS",(925) 827-3542,3.0,13,CA,2256 Monument Blvd,https://www.yelp.com/biz/benjamin-cho-dds-pleasant-hill-2,benjamin-cho-dds-pleasant-hill-2,94523
160,General Dentistry,Walnut Creek,US,"Irene Mullin, DDS",(929) 939-9189,1.5,11,CA,1300 Treat Blvd - Ste A,https://www.yelp.com/biz/irene-mullin-dds-walnut-creek,irene-mullin-dds-walnut-creek,94598
161,Cosmetic Dentists,Walnut Creek,US,Ygnacio Valley Cosmetic Dentistry,(925) 979-9803,5.0,1,CA,1479 Ygnacio Valley Rd - Ste 105,https://www.yelp.com/biz/ygnacio-valley-cosmetic-dentistry-walnut-creek,ygnacio-valley-cosmetic-dentistry-walnut-creek,94598
162,General Dentistry | Cosmetic Dentists,Pleasant Hill,US,Crescent Dental Center,(925) 798-7570,3.5,5,CA,115 Crescent Dr Space M1,https://www.yelp.com/biz/crescent-dental-center-pleasant-hill,crescent-dental-center-pleasant-hill,94523
163,Oral Surgeons,Walnut Creek,US,"Carrie Baldwin D.M.D., M.D.",(925) 934-5565,5.0,3,CA,1855 San Miguel Dr - Ste 25,https://www.yelp.com/biz/carrie-baldwin-d-m-d-m-d-walnut-creek,carrie-baldwin-d-m-d-m-d-walnut-creek,94596
164,General Dentistry | Oral Surgeons | Cosmetic Dentists,Concord,US,Smile Makers Dental Care,(925) 671-2273,3.0,6,CA,901 Sunvalley Blvd - Ste 240,https://www.yelp.com/biz/smile-makers-dental-care-concord,smile-makers-dental-care-concord,94520
165,Cosmetic Dentists | General Dentistry,Walnut Creek,US,"Leslie Toy, DDS",(925) 279-3326,3.0,2,CA,1844 San Miguel Dr - Ste 206,https://www.yelp.com/biz/leslie-toy-dds-walnut-creek,leslie-toy-dds-walnut-creek,94596
166,Dentists,Walnut Creek,US,Britesmile,(925) 944-6030,2.0,4,CA,1333 N California Blvd - Ste SL-30,https://www.yelp.com/biz/britesmile-walnut-creek,britesmile-walnut-creek,94596
167,Orthodontists,Walnut Creek,US,East Bay Orthodontists,(510) 866-6118,5.0,1,CA,120 La Casa Via - Ste I,https://www.yelp.com/biz/east-bay-orthodontists-walnut-creek,east-bay-orthodontists-walnut-creek,94598
168,Cosmetic Dentists | General Dentistry,Walnut Creek,US,"Dale I Steele,  DDS",(925) 935-4300,2.5,3,CA,1855 San Miguel Dr - Ste 32,https://www.yelp.com/biz/dale-i-steele-dds-walnut-creek,dale-i-steele-dds-walnut-creek,94596
169,Oral Surgeons,Moraga,US,Walcott Robt C DDS,(925) 376-4246,5.0,1,CA,1001 Country Club Dr - Ste A,https://www.yelp.com/biz/walcott-robt-c-dds-moraga,walcott-robt-c-dds-moraga,94556
170,Oral Surgeons,Orinda,US,"Amos Arthur, DDS",(925) 254-4877,4.0,1,CA,96 Davis Rd,https://www.yelp.com/biz/amos-arthur-dds-orinda,amos-arthur-dds-orinda,94563
171,Endodontists,Walnut Creek,US,Diablo Valley Endodontic Specialists,(925) 937-3131,5.0,2,CA,1844 San Miguel Dr - Ste 211,https://www.yelp.com/biz/diablo-valley-endodontic-specialists-walnut-creek,diablo-valley-endodontic-specialists-walnut-creek,94596
172,Oral Surgeons,Pleasant Hill,US,"Barrett Kathleen, DDS",(925) 682-1312,5.0,1,CA,100 Longbrook Way - Ste 16,https://www.yelp.com/biz/barrett-kathleen-dds-pleasant-hill,barrett-kathleen-dds-pleasant-hill,94523
173,Internal Medicine | Optometrists | Podiatrists | Ophthalmologists | Orthopedists | General Dentistry,Walnut Creek,US,Shepard Cecile DPM,(925) 941-1220,2.5,3,CA,1220 Rossmoor Pkwy,https://www.yelp.com/biz/shepard-cecile-dpm-walnut-creek,shepard-cecile-dpm-walnut-creek,94595
174,Cosmetic Dentists | Periodontists | Endodontists,Pleasant Hill,US,Perfect Smiles Dental,(925) 825-9663,2.5,5,CA,1952 Contra Costa Blvd,https://www.yelp.com/biz/perfect-smiles-dental-pleasant-hill,perfect-smiles-dental-pleasant-hill,94523
175,Pediatric Dentists,Pleasant Hill,US,"Amybeth Harmon, DDS",(925) 947-1188,3.0,2,CA,2710 Pleasant Hill Rd,https://www.yelp.com/biz/amybeth-harmon-dds-pleasant-hill,amybeth-harmon-dds-pleasant-hill,94523
176,General Dentistry,Pleasant Hill,US,"Melvin T Wells, DDS",(925) 685-1050,2.5,3,CA,401 Gregory Ln - Ste 218,https://www.yelp.com/biz/melvin-t-wells-dds-pleasant-hill,melvin-t-wells-dds-pleasant-hill,94523
177,General Dentistry,Walnut Creek,US,"Michael Altergott, DMD",(925) 939-0453,3.5,3,CA,1844 San Miguel Dr - Ste 112,https://www.yelp.com/biz/michael-altergott-dmd-walnut-creek,michael-altergott-dmd-walnut-creek,94596
178,Dentists,Walnut Creek,US,Louie Quintin DMD,(925) 939-2633,5.0,1,CA,1814 San Miguel Dr,https://www.yelp.com/biz/louie-quintin-dmd-walnut-creek,louie-quintin-dmd-walnut-creek,94596
179,General Dentistry,Walnut Creek,US,LEW DOUGLAS S DDS,(925) 935-1977,5.0,1,CA,3164 Putnam Blvd,https://www.yelp.com/biz/lew-douglas-s-dds-walnut-creek,lew-douglas-s-dds-walnut-creek,94597
180,Dentists,Pleasant Hill,US,Creative Dental Lab,(925) 521-1192,5.0,2,CA,2100 Monument Blvd - 15a,https://www.yelp.com/biz/creative-dental-lab-pleasant-hill,creative-dental-lab-pleasant-hill,94523
181,General Dentistry,Walnut Creek,US,Nina Izraylevich,(925) 933-9820,1.0,2,CA,120 La Casa Via - Ste 105,https://www.yelp.com/biz/nina-izraylevich-walnut-creek,nina-izraylevich-walnut-creek,94598
182,Cosmetic Dentists | General Dentistry | Periodontists,Walnut Creek,US,Walnut Creek Cosmetic Dental Design,(925) 939-3692,1.0,1,CA,1181 Boulevard Way - Ste C,https://www.yelp.com/biz/walnut-creek-cosmetic-dental-design-walnut-creek,walnut-creek-cosmetic-dental-design-walnut-creek,94595
183,Oral Surgeons,Pleasant Hill,US,Alexei Mizin,,1.0,1,CA,,https://www.yelp.com/biz/alexei-mizin-pleasant-hill,alexei-mizin-pleasant-hill,94523
184,Dentists,Pleasant Hill,US,"BASHA DIA, DDS",(925) 945-7500,1.0,1,CA,2685 Pleasant Hill Rd,https://www.yelp.com/biz/basha-dia-dds-pleasant-hill,basha-dia-dds-pleasant-hill,94523
185,General Dentistry,Pleasant Hill,US,Feliciano-Turner Michelle DDS,(925) 945-6204,1.0,1,CA,710 Grayson Rd,https://www.yelp.com/biz/feliciano-turner-michelle-dds-pleasant-hill,feliciano-turner-michelle-dds-pleasant-hill,94523
186,General Dentistry,San Anselmo,US,Ross Valley Dental,(415) 454-5667,5.0,37,CA,915 Sir Francis Drake Blvd - Ste 1,https://www.yelp.com/biz/ross-valley-dental-san-anselmo,ross-valley-dental-san-anselmo,94960
187,General Dentistry | Cosmetic Dentists | Oral Surgeons,San Rafael,US,"Igor Ochev, DDS - EvoSmile",(415) 499-1717,4.5,64,CA,750 Las Gallinas Ave - Ste 210,https://www.yelp.com/biz/igor-ochev-dds-evosmile-san-rafael-3,igor-ochev-dds-evosmile-san-rafael-3,94903
188,Oral Surgeons,Greenbrae,US,"Mynsberge & Ruggles, DDS",(415) 461-1150,5.0,75,CA,1331 S Eliseo Dr - Ste 1,https://www.yelp.com/biz/mynsberge-and-ruggles-dds-greenbrae,mynsberge-and-ruggles-dds-greenbrae,94904
189,General Dentistry,Larkspur,US,Magnolia Family Dentistry,(415) 937-1125,5.0,48,CA,1020 Magnolia Ave,https://www.yelp.com/biz/magnolia-family-dentistry-larkspur,magnolia-family-dentistry-larkspur,94939
190,General Dentistry | Pediatric Dentists,San Anselmo,US,San Anselmo Family Dentistry,(415) 453-0642,4.5,21,CA,1600 Sir Francis Drake Blvd,https://www.yelp.com/biz/san-anselmo-family-dentistry-san-anselmo,san-anselmo-family-dentistry-san-anselmo,94960
191,General Dentistry,San Rafael,US,Tamal Vista Family Dentistry,(415) 453-4720,5.0,45,CA,1447 Fourth St,https://www.yelp.com/biz/tamal-vista-family-dentistry-san-rafael,tamal-vista-family-dentistry-san-rafael,94901
192,General Dentistry | Orthodontists,Ross,US,Ross Family Dentistry,(415) 925-2545,5.0,26,CA,7 Redwood Dr,https://www.yelp.com/biz/ross-family-dentistry-ross,ross-family-dentistry-ross,94957
193,Endodontists,San Rafael,US,"Darron R Rishwain, DDS - Marin Endodontics",(415) 457-3002,5.0,35,CA,1526 5th Ave,https://www.yelp.com/biz/darron-r-rishwain-dds-marin-endodontics-san-rafael,darron-r-rishwain-dds-marin-endodontics-san-rafael,94901
194,General Dentistry | Cosmetic Dentists | Prosthodontists,San Rafael,US,Kantor Dental Group,(415) 492-1616,4.5,31,CA,750 Las Gallinas Ave - Ste 201,https://www.yelp.com/biz/kantor-dental-group-san-rafael,kantor-dental-group-san-rafael,94903
195,Orthodontists,San Anselmo,US,"Eric Haney, DDS, MS",(415) 453-7880,5.0,21,CA,122 Tunstead Ave - Haney Orthodontics,https://www.yelp.com/biz/eric-haney-dds-ms-san-anselmo,eric-haney-dds-ms-san-anselmo,94960
196,General Dentistry | Cosmetic Dentists,San Anselmo,US,"Sarah Wilsey, DDS",(415) 456-5114,5.0,12,CA,1600 Sir Francis Drake Blvd,https://www.yelp.com/biz/sarah-wilsey-dds-san-anselmo-3,sarah-wilsey-dds-san-anselmo-3,94960
197,Oral Surgeons | Cosmetic Dentists,San Anselmo,US,"Noah Dehlinger, DDS",(415) 457-9242,4.5,34,CA,160 Sir Francis Drake Blvd,https://www.yelp.com/biz/noah-dehlinger-dds-san-anselmo,noah-dehlinger-dds-san-anselmo,94960
198,Endodontists | Orthodontists | Oral Surgeons,San Rafael,US,North Bay Dental,(415) 460-9744,5.0,20,CA,801 A St - Ste 1,https://www.yelp.com/biz/north-bay-dental-san-rafael-3,north-bay-dental-san-rafael-3,94901
